"number","title","pageid","namespace","length","touched"
"15476","NGC_713","63645100","","2304","20250921005729"
"15477","SN_2016aps","63646103","","7521","20251217143841"
"15478","Maria_Teohari","63648275","","5814","20250616220537"
"15479","C/2020_F8_(SWAN)","63671402","","8534","20251217125535"
"15480","C/2020_F5_(MASTER)","63687701","","3164","20251217131204"
"15481","NGC_3008","63687776","","3160","20260215010721"
"15482","NGC_3009","63688300","","1936","20250624161303"
"15483","Syrian_Space_Agency","63725810","","3831","20260226142252"
"15484","GW190412","63730729","","3437","20260213165205"
"15485","Noor_(satellite)","63736946","","16150","20260218134151"
"15486","Leo_P","63742908","","7331","20251228124904"
"15487","NGC_544","63749890","","1975","20241027072907"
"15488","NGC_2020","63763459","","1751","20240602085644"
"15489","RTT-150","63764414","","1825","20260121094045"
"15490","Itinerarium_exstaticum","63765155","","9394","20260203221431"
"15491","Zombie_satellite","63769835","","4933","20251002020102"
"15492","NGC_861","63774269","","3877","20250620004201"
"15493","NGC_862","63774442","","2350","20241224154842"
"15494","NGC_2014","63775150","","1537","20240602085852"
"15495","PGC_13809","63775573","","1840","20230514123730"
"15496","RCS2_J2327","63789708","","2868","20230621161515"
"15497","Yang_Wang-1","63812976","","151","20240115020102"
"15498","NGC_2950","63824616","","8795","20250914043541"
"15499","SGR_1935+2154","63827235","","20668","20260113161839"
"15500","NGC_2906","63836749","","7022","20250513125820"
"15501","Bulgarian_names_in_space","63838721","","1245","20251008202055"
"15502","V691_Coronae_Australis","63846640","","6100","20251222100712"
"15503","M33-013406.63","63851409","","5733","20250816121913"
"15504","NGC_4322","63867870","","203","20220224072145"
"15505","WASP-76","63881452","","7773","20260303212337"
"15506","HD_146389","63883571","","12728","20260302195424"
"15507","WASP-32","63891482","","7718","20260303211517"
"15508","ESO_439-26","63891869","","5559","20251228071534"
"15509","PKS_2014−55","63902416","","4415","20250806193851"
"15510","NGC_3393","63913241","","8527","20251210025226"
"15511","PLCKESZ_G286.6−31.3","63916309","","1279","20260320031341"
"15512","NGC_2328","63922187","","3764","20250519232052"
"15513","NGC_546","63922519","","3536","20241224155125"
"15514","Deformed_Hermitian_Yang–Mills_equation","63929722","","14640","20260319235004"
"15515","Bridgeland_stability_condition","63934091","","6633","20251128162911"
"15516","WASP-29","63940168","","8730","20251220130747"
"15517","WASP-26","63941558","","9301","20260303211411"
"15518","C/2019_Y1_(ATLAS)","63942274","","4263","20251217133612"
"15519","WASP-25","63942582","","8915","20260303211402"
"15520","Ambartsumian_International_Prize","63973016","","128","20200516085721"
"15521","NGC_6509","63977706","","6263","20251218164927"
"15522","NGC_3937","63977986","","6378","20250622065625"
"15523","NGC_3937_Group","63978230","","113","20250622060009"
"15524","NGC_3925","63985698","","3031","20230602010806"
"15525","WASP-37","63989479","","8249","20260303211634"
"15526","WASP-36","63990466","","11614","20251126202752"
"15527","Qatar-1","64019383","","11041","20260131181005"
"15528","Kepler-71","64029618","","5620","20251226204156"
"15529","2MASS_J10475385+2124234","64045652","","13108","20260112171250"
"15530","DLA0817g","64047371","","2550","20251121032820"
"15531","Stephenson_2_DFK_1","64061713","","22035","20260313154719"
"15532","HD_164509","64068396","","12051","20251219142400"
"15533","Fast_blue_optical_transient","64078945","","18039","20251025142100"
"15534","C/2017_T2_(PanSTARRS)","64094831","","7916","20251219141545"
"15535","Parkes_Catalogue_of_Radio_Sources","64094960","","3661","20241112200946"
"15536","Westerlund_1_W237","64097017","","10948","20251126201454"
"15537","Westerlund_1-20","64101671","","6456","20251126201456"
"15538","Westerlund_1-75","64101856","","7461","20251126203821"
"15539","NGC_3172","64102807","","3843","20251218181703"
"15540","NGC_2573","64102965","","6937","20241227231359"
"15541","MZ_Puppis","64106604","","5648","20251220125252"
"15542","II_Zwicky_28","64106985","","2774","20250206175647"
"15543","IRAS_05280−6910","64109635","","5956","20251216211903"
"15544","RSGC1-F01","64111993","","163","20260126111805"
"15545","RSGC1-F02","64112062","","133","20251126203736"
"15546","Haseb_(rocket)","64118685","","4569","20251105162740"
"15547","John_Hearnshaw","64119459","","4996","20250624142105"
"15548","Melotte_catalogue","64135481","","38465","20260113113631"
"15549","HD_203030","64147531","","12008","20251126200835"
"15550","GCIRS_7","64150594","","7836","20260325170524"
"15551","Kepler-160","64176527","","12582","20260217115037"
"15552","Isabella_M._Gioia","64182248","","3791","20260305032550"
"15553","Steve_Gottlieb_(amateur_astronomer)","64206308","","5760","20260222220335"
"15554","Reysa_Bernson","64213701","","8499","20260301064318"
"15555","Dictionary_of_Minor_Planet_Names","64222643","","2701","20260120090256"
"15556","Southern_Launch","64239770","","15001","20241015205349"
"15557","Patty_(The_Good_Place)","64258021","","183","20240408221852"
"15558","David_Romeuf","64292511","","183","20241007082516"
"15559","Man_and_the_Planets","64313176","","2101","20251104063643"
"15560","Robert_G._Morrison","64317597","","9467","20250714143112"
"15561","Korean_creation_narratives","64321675","","113367","20260211233149"
"15562","Amber_Straughn","64322829","","10265","20260205225007"
"15563","Periodicity_of_solar_eclipses","64337977","","126","20210817143349"
"15564","HD_1690","64343520","","9056","20260301205518"
"15565","HAT-P-26","64345118","","11035","20250505182958"
"15566","89_Leonis","64362373","","7300","20251219141010"
"15567","GW190814","64367549","","14051","20260311220232"
"15568","88_Leonis","64372846","","15396","20251219141005"
"15569","NGC_4","64382550","","2919","20260127002738"
"15570","GW190521","64382557","","15105","20260213165222"
"15571","Pōniuāʻena","64382760","","5512","20260116181841"
"15572","HAT-P-25","64384000","","5154","20250930132145"
"15573","Kepler-1544b","64404772","","5302","20260219185951"
"15574","Qibla_observation_by_shadows","64405419","","14324","20260326074357"
"15575","River_Murray_International_Dark_Sky_Reserve","64431055","","190","20240921174734"
"15576","GCIRS_16SW","64435458","","8141","20251218054054"
"15577","V957_Scorpii","64450643","","9061","20251219131558"
"15578","HAT-P-23","64454850","","12243","20251126202041"
"15579","HD_233731","64482082","","11454","20251126200837"
"15580","Trumpler_27-1","64493304","","5336","20251126203802"
"15581","Alicante_7","64493307","","2231","20260306203707"
"15582","HAT-P-21","64498554","","8170","20251126202801"
"15583","HAT-P-20","64500324","","7221","20251126200613"
"15584","Odd_radio_circle","64505300","","9427","20251216151510"
"15585","Arab_Astronomical_Society","64508712","","2666","20240120215932"
"15586","Aluminium_monohydroxide","64514718","","3549","20220709023047"
"15587","SDC_335.579−0.292","64527214","","3070","20251222104334"
"15588","HAT-P-19","64529290","","7956","20251126200611"
"15589","NGC_957","64535374","","2251","20240118154118"
"15590","Mirror_symmetry_conjecture","64540037","","23341","20260319195856"
"15591","PHL_293B","64545404","","11277","20251210030031"
"15592","NGC_1662","64555797","","1759","20251104211644"
"15593","Melotte_186","64555856","","4663","20260320033151"
"15594","NGC_2353","64559706","","1375","20251023193838"
"15595","GJ_3470","64562036","","19453","20260312022016"
"15596","1_Delphini","64569052","","10501","20251117023759"
"15597","HV_11417","64570027","","6756","20260312155356"
"15598","HAT-P-18","64570030","","10869","20251126201504"
"15599","Quenching_(astronomy)","64574584","","40953","20260303202104"
"15600","NGC_600","64586800","","3451","20260109230054"
"15601","NGC_997","64603099","","4677","20250921005754"
"15602","YZ_Reticuli","64607842","","7722","20251222105116"
"15603","Marta_Graciela_Rovira","64609617","","7689","20260314190430"
"15604","Einstein's_Unfinished_Symphony","64612080","","4575","20260129214148"
"15605","Space's_Deepest_Secrets","64619822","","52727","20260223022312"
"15606","Rosine_Lallement","64619897","","1583","20250820212355"
"15607","YSES_1","64635593","","14284","20260111114758"
"15608","HAT-P-36","64636692","","11357","20251218163847"
"15609","Mars_jar","64637511","","2521","20221023214558"
"15610","HAT-P-16","64646501","","10295","20251126195843"
"15611","NGC_6375","64649712","","3161","20241224155532"
"15612","NGC_4701","64649745","","4808","20260109230738"
"15613","NGC_4614","64651864","","2886","20251230044722"
"15614","Mars_Plant_Experiment","64661740","","3047","20240428170013"
"15615","HD_74423","64674233","","6660","20251221170741"
"15616","HAT-P-15","64681487","","7835","20260317213401"
"15617","WASP-50","64682048","","9184","20260303211859"
"15618","R_Puppis","64686016","","7539","20260203204657"
"15619","TQ-12","64690682","","7727","20250815073557"
"15620","Gravitational_memory_effect","64692781","","8529","20260105140128"
"15621","NGC_4589","64723658","","9526","20251217161839"
"15622","WASP-48","64733663","","8814","20251126203138"
"15623","WASP-46","64747458","","8629","20260201204435"
"15624","Solar_gravitational_lens","64755932","","5639","20250801132820"
"15625","Propulsion_Cryogenics_&_Advanced_Development","64778731","","722","20210731224304"
"15626","ST_Camelopardalis","64783876","","9729","20251218161557"
"15627","Blanet","64785482","","6861","20260126220052"
"15628","Ambrosia_(Hyades)","64795139","","2579","20250707082455"
"15629","Direction_of_prayer","64803611","","26659","20251104131232"
"15630","NGC_3818","64831815","","5171","20251130235829"
"15631","NGC_3156","64860277","","3696","20251210025225"
"15632","NGC_1172","64891692","","2238","20251112082241"
"15633","Satellize","64958354","","3877","20251218192122"
"15634","SPT0418−47","64958765","","4355","20250806194652"
"15635","Touch_the_Invisible_Sky","64962232","","3203","20260126073423"
"15636","K2-24","64964610","","17564","20251218164302"
"15637","WASP-45","64965758","","8352","20260303211815"
"15638","Kahausibware","64969095","","1361","20210224163526"
"15639","Alien_Oceans","64991874","","3663","20260326044054"
"15640","DDO_44","64997934","","6313","20251208201816"
"15641","Extraterrestrial:_The_First_Sign_of_Intelligent_Life_Beyond_Earth","65043485","","13767","20251222175141"
"15642","NGC_676","65057766","","6135","20251228052150"
"15643","WASP-35","65069059","","9363","20260303211423"
"15644","GSC_03949-00967","65069448","","9292","20251126203105"
"15645","Qatar-2","65077073","","9009","20251126201225"
"15646","Koonibba_Test_Range","65078222","","11138","20251204003256"
"15647","NOIRLab","65092800","","5629","20251217172349"
"15648","Direct_collapse_black_hole","65093515","","26945","20260312092047"
"15649","Forbidden_Dream","65140856","","8812","20260304072214"
"15650","Golden_Gate_of_the_Ecliptic","65162567","","3784","20260131151030"
"15651","Elena_Kazimirtchak-Polonskaïa","65225457","","6831","20251226194719"
"15652","Slavic_creation_myths","65226978","","21159","20250923163807"
"15653","Solar_eclipses_after_the_modern_era","65262268","","7162","20251118135615"
"15654","NGC_3073","65263587","","6807","20250217034014"
"15655","Pranav_Sharma","65270577","","4037","20260201012111"
"15656","Mészáros_effect","65288835","","4116","20251207231352"
"15657","Committee_on_Earth_Observation_Satellites","65299641","","7943","20260319143813"
"15658","NGC_548","65302088","","3182","20260209182613"
"15659","Terrestrial_atmospheric_lens","65307736","","2391","20260105102028"
"15660","NGC_5557","65323333","","6929","20251027024702"
"15661","Large_Sagittarius_Star_Cloud","65327420","","5438","20250713204637"
"15662","Jason_satellite_series","65337773","","3719","20251117093803"
"15663","NY_Virginis","65346870","","13157","20251217140515"
"15664","WD_1856+534","65372852","","18195","20251220121926"
"15665","NGC_1132","65401044","","7412","20251217165942"
"15666","Nike-Yardbird","65401480","","1558","20260327235237"
"15667","George_A_Danos","65402298","","37450","20260312140259"
"15668","List_of_space_programs_of_the_United_States","65413277","","61512","20260323063015"
"15669","NGC_7619","65418884","","4365","20251221133014"
"15670","BD−11_4672","65428574","","11870","20251201083538"
"15671","NGC_5966","65429306","","2963","20260204230014"
"15672","NGC_4365","65434892","","12701","20250625162226"
"15673","WASP-189_b","65441106","","6619","20250717121930"
"15674","NGC_5533","65441265","","2394","20260109230751"
"15675","WASP-189","65441406","","188","20250707023745"
"15676","HD_217786","65446330","","9081","20251220115555"
"15677","Exoplanet_Explorers","65462416","","2192","20250927160626"
"15678","Planet_Patrol_(project)","65462618","","6138","20241101230351"
"15679","Diana_and_Callisto_(Bril)","65470048","","7674","20241015022654"
"15680","Moon_symbol","65488810","","265","20241103220138"
"15681","Timeline_of_first_images_of_Earth_from_space","65499076","","41444","20250916024031"
"15682","HD_83058","65522219","","6515","20251219142450"
"15683","HD_113337","65527084","","13280","20251218074756"
"15684","HD_7449","65534086","","9158","20260212175224"
"15685","Midwinter_Day","65554543","","9036","20260111153148"
"15686","AT_2019qiz","65562962","","3646","20260307225656"
"15687","HD_142245","65567989","","8052","20251219142345"
"15688","Lists_of_space_organizations","65591646","","365","20241201034803"
"15689","RBC_EXT8","65602236","","1009","20250412120738"
"15690","Fabio_Pacucci","65616307","","25402","20260213120408"
"15691","Sagittarius_A*_cluster","65619168","","17082","20251118051643"
"15692","HD_116029","65620414","","8100","20260113165913"
"15693","OGLE-2016-BLG-1928L","65626129","","4293","20260222172725"
"15694","HD_108863","65627512","","6919","20251218073521"
"15695","Nüzhet_Gökdoğan","65627586","","8795","20251114221617"
"15696","Vacuum_arc_thruster","65634459","","6325","20260305062409"
"15697","Microwave_electrothermal_thruster","65635767","","9450","20260320182341"
"15698","K2-315b","65644929","","10255","20260301031929"
"15699","Christiaan_Huygens_Medal","65646717","","1191","20250118222057"
"15700","NGC_1240","65649468","","1337","20260109213441"
"15701","NGC_1443","65649585","","244","20240918081643"
"15702","HD_99706","65653642","","9099","20251218121731"
"15703","NGC_3902","65659208","","4250","20260109231434"
"15704","DH_Cephei","65662616","","11918","20260216145750"
"15705","Detecting_Earth_from_distant_star-based_systems","65667384","","15037","20250827182519"
"15706","HAT-P-30","65681303","","8219","20251126203326"
"15707","KELT-10","65704869","","7427","20260126202152"
"15708","Suhail_(star)","65706578","","1549","20260206021153"
"15709","HAT-P-29","65722968","","8110","20251126200031"
"15710","Anne_Tihon","65730500","","10811","20260131054158"
"15711","HAT-P-28","65731439","","6857","20251126195901"
"15712","Krzysztof_Stanek","65733135","","8449","20250621210558"
"15713","Bilibili_Video_Satellite","65742191","","6559","20260130223527"
"15714","NGC_7585","65749335","","4452","20251210025906"
"15715","NGC_2293","65751705","","5856","20260129120107"
"15716","HD_22781","65755372","","6533","20260326145846"
"15717","List_of_spacecraft_prefixes","65757974","","3473","20241110013145"
"15718","Klavdiâ_Barkhatova","65758357","","5457","20260303112510"
"15719","NGC_7592","65766277","","8658","20251210025908"
"15720","WASP-78","65769635","","6615","20260303212410"
"15721","NGC_7679","65784907","","10587","20251210025918"
"15722","BD−07_436","65801823","","12415","20260303212401"
"15723","WASP-72","65803478","","9588","20260303212315"
"15724","NGC_4848","65810090","","5595","20260127152941"
"15725","WASP-71","65810916","","8720","20260303212242"
"15726","NGC_2188","65814387","","5452","20251210025013"
"15727","NGC_7513","65818072","","4194","20251210025903"
"15728","13_Ceti","65820116","","14630","20251217135803"
"15729","WASP-64","65821298","","10458","20260303212209"
"15730","WASP-62","65829271","","8847","20251126203004"
"15731","Mostafa_Roustaei","65830519","","3590","20241108175532"
"15732","RS_Canum_Venaticorum","65832522","","21133","20260323204525"
"15733","Kraken_galaxy","65847764","","2071","20260109225709"
"15734","Fátima_de_Madrid","65870775","","8376","20251017231529"
"15735","WASP-67","65887558","","10688","20260303212225"
"15736","List_of_space_stations_by_country","65888571","","29596","20251031222623"
"15737","ExoLife_Finder","65890094","","17122","20250923232252"
"15738","Maushop","65895602","","1867","20251113125818"
"15739","Rapidly_Attachable_Fluid_Transfer_Interface","65930921","","2219","20250804060551"
"15740","Space_habitat_(facility)","65941618","","4626","20251006201957"
"15741","HD_44120","65947489","","14991","20251222110946"
"15742","Alien_Worlds_(2020_TV_series)","65951627","","8181","20260325024218"
"15743","KjPn_8","65955525","","6875","20250712055402"
"15744","Intermediate_luminosity_optical_transient","65973341","","7649","20260108030831"
"15745","V630_Sagittarii","65982619","","6409","20240717042957"
"15746","Near-Earth_Object_Coordination_Centre","65999448","","3862","20251116233447"
"15747","V841_Ophiuchi","66005131","","5777","20260113170238"
"15748","WASP-63","66007719","","12183","20251126200532"
"15749","WASP-61","66009064","","6438","20260115205711"
"15750","Shabtai_Ambron","66023022","","3100","20241104035441"
"15751","Helical_engine","66023598","","3198","20260320181042"
"15752","Project_Hyperion_(interstellar)","66036592","","8927","20260101051103"
"15753","Solar_One_(interstellar)","66036601","","2708","20251213122727"
"15754","WASP-55","66037971","","11096","20260303211927"
"15755","WASP-60","66046211","","7753","20260302211123"
"15756","WASP-59","66046454","","6992","20251212202402"
"15757","WASP-58","66054232","","8261","20260303212100"
"15758","WASP-57","66055386","","6901","20260303212005"
"15759","WASP-54","66055636","","9927","20260303211919"
"15760","HD_49268","66063175","","9521","20260319081629"
"15761","Epsilon_Mensae","66063366","","10177","20260319081433"
"15762","WASP-52","66063501","","14200","20260302211106"
"15763","V529_Orionis","66069890","","3924","20250723192912"
"15764","V728_Scorpii","66073141","","5431","20250126174818"
"15765","David_Sobral","66078970","","4289","20231012141204"
"15766","V_Persei","66079715","","5751","20251113045845"
"15767","HD_4313","66081014","","7651","20251126195855"
"15768","Kepler-1649","66081438","","5289","20260128152758"
"15769","Planetary_Habitability_Laboratory","66081592","","1916","20260219221302"
"15770","The_Trouble_with_Gravity","66086711","","8439","20250728070654"
"15771","Gravitational_Wave_High-energy_Electromagnetic_Counterpart_All-sky_Monitor","66088053","","1792","20250418170310"
"15772","Adam_Block_(astrophotographer)","66088171","","6523","20260126101030"
"15773","EL_Aquilae","66099266","","5042","20240917171249"
"15774","V368_Aquilae","66105482","","5434","20240917171144"
"15775","QZ_Aurigae","66106479","","6390","20260214121752"
"15776","HD_189567","66116392","","10984","20260127181458"
"15777","LV_Vulpeculae","66117027","","7615","20251126201926"
"15778","V705_Cassiopeiae","66125374","","6792","20250113022447"
"15779","GI_Monocerotis","66142292","","7962","20230818141810"
"15780","BLC1","66142757","","8493","20251026054219"
"15781","WY_Sagittae","66148455","","10250","20240719024945"
"15782","Adib_Astronomy_Teaching_Centre","66163455","","6081","20241108173342"
"15783","WASP-42","66169771","","8891","20260303211747"
"15784","WASP-41","66170969","","11471","20260303211714"
"15785","HD_136138","66177504","","8960","20251219142335"
"15786","UY_Volantis","66208778","","9057","20250816150705"
"15787","Solar_radio_emission","66213716","","77610","20260116233209"
"15788","Trailblazer_(rocket)","66215897","","3171","20240816201144"
"15789","Collinder_228","66229826","","7078","20260320033132"
"15790","Ruprecht_44","66230909","","2552","20251023193047"
"15791","Pismis_20","66239416","","3343","20251023193027"
"15792","MOA-2011-BLG-262L","66245053","","4440","20260220220158"
"15793","Berkeley_86","66248935","","2385","20251023192449"
"15794","Berkeley_87","66249438","","2877","20260320033200"
"15795","Kepler-429","66250770","","8431","20251218181053"
"15796","WISE_J0830+2837","66251111","","8051","20251228135319"
"15797","NGTS-4b","66252629","","3463","20260221202339"
"15798","SDSS_J1228+1040_b","66259312","","200","20250215140018"
"15799","SDSS_J1228+1040","66263581","","18178","20260316061324"
"15800","Cygnus_OB9","66267412","","3858","20251119133825"
"15801","Kepler-445","66268682","","6791","20251126203130"
"15802","Epsilon_Indi_Ab","66270372","","18222","20260311114123"
"15803","Nicolaus_Copernicus_Astronomical_Center_of_the_Polish_Academy_of_Sciences","66281182","","5615","20260322171122"
"15804","Pr0211","66286717","","10550","20251126203028"
"15805","Alexandr_Boyarchuk","66286772","","3683","20260130185720"
"15806","Kepler-409b","66287433","","3278","20250620022611"
"15807","Linda_Tacconi","66291146","","3410","20250709223014"
"15808","Kepler-1649b","66307674","","4772","20251208160051"
"15809","DY_Pegasi","66309977","","16586","20251220140348"
"15810","NY_Virginis_c","66314076","","207","20210507194245"
"15811","WASP-69","66318912","","12278","20251126203120"
"15812","1ES_2344+514","66321244","","2266","20251227175336"
"15813","Satellite_dispenser","66333418","","3788","20250923021914"
"15814","Pollux_Temple","66366941","","6033","20250105103219"
"15815","FM_Circini","66366977","","4712","20251224171942"
"15816","KOI-5","66370248","","10100","20260308195617"
"15817","V1370_Aquilae","66397237","","8874","20251227183157"
"15818","HD_108236","66406720","","9146","20260217101148"
"15819","K2-66b","66407293","","7873","20251011094119"
"15820","PSR_J1544+4937","66413347","","2460","20251024005911"
"15821","KELT-1","66419420","","8948","20251126203622"
"15822","HD_197037","66427978","","8612","20251126202117"
"15823","HD_77338","66429777","","7760","20251231201852"
"15824","Statue_of_Sally_Ride","66431494","","3427","20260313224533"
"15825","Massless_free_scalar_bosons_in_two_dimensions","66436172","","22398","20260319211348"
"15826","M1-67","66436237","","6246","20251124225812"
"15827","QSO_J0313−1806","66437177","","5768","20251220121116"
"15828","HD_207832","66440212","","5836","20251126202219"
"15829","Magnetic_pulsations","66441710","","1844","20230110212636"
"15830","NGC_788","66445175","","4405","20260327030246"
"15831","HAT-P-41","66449406","","10650","20260118083145"
"15832","Vytenis_Vasyliunas","66451982","","2765","20250514191341"
"15833","The_Zoologist's_Guide_to_the_Galaxy","66452710","","12875","20251010185907"
"15834","Kepler-1638","66459837","","12381","20251218185451"
"15835","Kepler-277","66460710","","4190","20260217110110"
"15836","WASP-75","66462982","","5925","20260303212322"
"15837","WASP-39","66466313","","9857","20251228130842"
"15838","June_2123_lunar_eclipse","66467002","","12280","20251111053103"
"15839","Supernova_neutrinos","66474041","","37409","20260129031301"
"15840","November_2060_lunar_eclipse","66477454","","9642","20251111053401"
"15841","Ceteus","66478190","","3768","20250828102515"
"15842","IRAS_00500+6713","66478319","","8452","20260122163440"
"15843","May_2170_lunar_eclipse","66486540","","11169","20251111053335"
"15844","WASP-88","66490345","","7632","20260201204355"
"15845","WASP-84","66491075","","8568","20251126200707"
"15846","MACS_2129-1","66496637","","2948","20260303004856"
"15847","Astronomy_Outreach_of_Kosovo","66511205","","5270","20251225204435"
"15848","TOI-178","66521563","","13086","20260217094342"
"15849","TIC_168789840","66539073","","13262","20240924171246"
"15850","AB_Boötis","66549427","","6434","20251227163012"
"15851","TOI-561","66572904","","22676","20260304212116"
"15852","Castor_Temple","66584109","","6024","20260226074622"
"15853","WR_133","66589098","","9450","20251126202006"
"15854","Gliese_328","66599131","","7101","20251126200725"
"15855","2MASS_J01225093−2439505","66668168","","6186","20251126195939"
"15856","HATS-3","66692614","","6168","20260304213657"
"15857","KELT-10b","66733691","","4571","20250619063736"
"15858","VW_Leonis_Minoris","66744111","","10283","20260323164827"
"15859","HD_95086","66761886","","12704","20260204205146"
"15860","Space_industry_of_India","66768914","","47761","20260317214821"
"15861","Lambda1_Fornacis","66778273","","4910","20251220133347"
"15862","LHS_1815_b","66800271","","3822","20250620022635"
"15863","NGTS-1","66800695","","13299","20260107175654"
"15864","ROXs_12","66804473","","9219","20251126201440"
"15865","HD_110113","66807167","","5566","20250818202230"
"15866","Iota_Mensae","66812671","","9514","20251003053346"
"15867","Timeline_of_Mars_2020","66823220","","53926","20260224142047"
"15868","AO_Serpentis","66826049","","9076","20251219141020"
"15869","HD_77887","66828251","","8444","20240716203334"
"15870","HD_49947","66837925","","9665","20260319081630"
"15871","HD_76270","66838226","","10986","20240109002746"
"15872","HD_64484","66838526","","8569","20230514114855"
"15873","G-dwarf_problem","66839694","","3257","20250716184411"
"15874","Astrovirology","66839757","","21184","20260224021706"
"15875","HD_50002","66849795","","8880","20260319081632"
"15876","Zygmunt_Laskowski","66849877","","2990","20260303214634"
"15877","Kepler-411","66851303","","12246","20260226054855"
"15878","ID2299","66855594","","8935","20250817215256"
"15879","Kepler-410","66880718","","10556","20251126201703"
"15880","HD_193322","66895257","","12005","20251126202027"
"15881","ALESS_073.1","66900050","","6753","20260303004059"
"15882","STARS-EC","66939063","","3606","20251114084701"
"15883","414P/STEREO","66945495","","3660","20260208235713"
"15884","Turkmenistan_Memorial_Capsule","66948337","","1535","20250418131737"
"15885","HD_53501","66951111","","6911","20260319081637"
"15886","NGC_5582","66980425","","2049","20240118182627"
"15887","2MASS_J04070752+1546457","66985384","","8587","20251218125047"
"15888","2MASS_J12195156+3128497","66985837","","10693","20251126202718"
"15889","2MASS_J03480772−6022270","66986264","","25325","20251126202706"
"15890","Above:_Space_Development_Corporation","66986793","","5017","20250407034645"
"15891","YF-130","66992776","","3779","20250820145141"
"15892","Kepler-635","67006138","","3708","20251219134818"
"15893","R_Fornacis","67011169","","7669","20251220125927"
"15894","HD_152408","67021810","","7120","20260310165214"
"15895","HD_55151","67023879","","7468","20240718003253"
"15896","HD_76143","67026179","","6301","20240312183556"
"15897","Gateway_Spaceport","67026288","","2354","20250715003853"
"15898","Astronaut_Cosmonaut","67029591","","1473","20250825140306"
"15899","WISP_(particle_physics)","67046091","","3831","20251228011831"
"15900","(α/Fe)_versus_(Fe/H)_diagram","67046831","","9196","20260228160042"
"15901","PSO_J172.3556+18.7734","67049155","","3582","20260320033613"
"15902","Gliese_486","67055343","","15224","20260328154756"
"15903","PJ352–15","67061566","","2452","20251017200840"
"15904","HD_70514","67062109","","11010","20240109002726"
"15905","M1-63","67062700","","2054","20251019143419"
"15906","RW_Aurigae","67073055","","14789","20260214111803"
"15907","CD−73°375","67093341","","7731","20251221190250"
"15908","Kepler-174","67099709","","7858","20260217144718"
"15909","RY_Tauri","67113375","","14010","20251126200219"
"15910","Inca_complex_at_Písac","67114934","","32842","20250913052327"
"15911","ESO_593-8","67124208","","3776","20250927042952"
"15912","NGTS-13b","67149288","","2635","20230514130811"
"15913","N41_(nebula)","67150672","","1908","20240302173626"
"15914","HD_155448","67151159","","8774","20250407160335"
"15915","Dungey_Cycle","67160105","","4611","20250825025709"
"15916","Jürgen_Hamel","67172309","","9462","20250919135201"
"15917","TQ-11","67174739","","3925","20251227001827"
"15918","BP_Tauri","67175117","","10037","20251126200213"
"15919","CAS500","67180268","","8895","20251231082050"
"15920","CNEOS_2014-01-08","67185372","","20236","20251023061250"
"15921","Regius_Professor_of_Astronomy_(Edinburgh)","67188634","","11010","20250927160614"
"15922","Dieter_B._Herrmann","67190745","","14675","20251229092344"
"15923","WR_121-16","67198544","","5603","20260212191632"
"15924","Markarian_50","67207064","","3482","20251217151746"
"15925","Redwire","67209820","","17992","20260105070714"
"15926","Qatar-3","67213766","","6737","20260220203750"
"15927","Flying_Laptop","67218332","","3514","20260327122044"
"15928","NGC_7457","67218628","","2860","20251028205444"
"15929","Qatar_Exoplanet_Survey","67224201","","7353","20260320032141"
"15930","Optical_Space_Infrared_Downlink_System","67226681","","915","20240426024303"
"15931","KELT-3","67239625","","5843","20260115173859"
"15932","KELT-3b","67239921","","4413","20260115163344"
"15933","DHL_MoonBox","67243270","","18860","20260201135012"
"15934","Phoenice_(mythology)","67248940","","3260","20260320212044"
"15935","1_Trianguli","67249993","","10518","20250101020818"
"15936","HD_53367","67250320","","7498","20251126200554"
"15937","Abolition_of_time_zones","67253209","","6159","20260205024840"
"15938","Kathrin_Altwegg","67267891","","3397","20250829191423"
"15939","HK_Tauri","67268828","","10307","20251126200239"
"15940","NGC_3900","67275956","","2586","20260312174024"
"15941","WASP-80","67294874","","12720","20260303212422"
"15942","AdS_black_brane","67296089","","3496","20250919074531"
"15943","Kepler-63","67304667","","6340","20251126201801"
"15944","NGC_2801","67309365","","3368","20260109230647"
"15945","AMC-16_(satellite)","67312260","","3541","20250113230018"
"15946","High-energy_string_scattering_amplitudes","67316066","","13155","20260211163301"
"15947","HD_30080","67345490","","10552","20251126203026"
"15948","USA-198","67353049","","1506","20240320021732"
"15949","NGC_4179","67367760","","2814","20240718122531"
"15950","Kirkhill_Astronomical_Pillar","67371587","","36076","20260226062404"
"15951","NGC_1001","67378909","","2320","20260109230619"
"15952","K2-296b","67399427","","5084","20251227101545"
"15953","Ruvimbo_Samanga","67402813","","9706","20260314202025"
"15954","NGC_4221","67404096","","4994","20251220104430"
"15955","Anton_Pannekoek_Institute_for_Astronomy","67421989","","2115","20230729220745"
"15956","NGC_5384","67454425","","3701","20250807214249"
"15957","Space_diplomacy","67456408","","53095","20260225174749"
"15958","9_Puppis","67472636","","13101","20251219141015"
"15959","NGC_3998","67487836","","6204","20250610154659"
"15960","V1794_Cygni","67492458","","15999","20251217171937"
"15961","Bion-M_No.2","67494535","","5948","20260222234147"
"15962","KIC_11145123","67501718","","9503","20251126203858"
"15963","CD−44_170","67503370","","7361","20251126195845"
"15964","Earth_radius_(unit)","67519024","","118","20210428011731"
